euclid_designation,right_ascension,declination,oid,flux_I,flux_Z,flux_Y,flux_J,flux_H,mag_H
J092517.59+650232.0,141.32329833579786,65.04222141440269,1413232983650422214,0.008248066990235312,0.24625199899398104,0.2448042711284823,0.9006234243765836,1.6556496958723037,23.352578865802617
J092545.18+702453.0,141.43826796879677,70.41474672305289,1414382679704147467,0.03273212661360618,0.24472206687266823,1.4214867934075315,3.528303332630246,6.18240928718071,21.922105618013457
J092550.69+691906.2,141.4612306268242,69.31840597217513,1414612306693184059,0.015871129957879503,-0.26046792129296353,0.5222880252313682,1.0561496678496585,2.2014317829982772,23.04323691930677
J092641.83+662447.8,141.6743167958108,66.41329694063252,1416743167664132969,-0.0001880989348710479,0.607382430736562,0.3091201385064222,0.6757505234587662,1.4663351340476984,23.484416898531528
J092912.50+731742.0,142.30210754291824,73.29500107045993,1423021075732950010,0.01922537046122528,0.08937223172015255,0.29246446926477415,0.8595124615798883,1.6117278969599287,23.381770692344112
J093029.75+703645.0,142.62399029176112,70.61250093653157,1426239902706125009,0.034773165156839966,0.14396603582740722,1.6702711041598817,2.649382516894665,3.842369595412589,22.43850215729582
J093151.87+640628.9,142.9661616057991,64.10804959678643,1429661616641080495,0.034081728578458266,0.044745667082860784,0.15469189851998486,0.864517979480987,1.632957262525224,23.367562953486477
J093205.48+625104.0,143.022840827459,62.85112003804721,1430228408628511200,0.026115490149768744,0.15052596281808467,,0.6243588075124084,1.1391155315371118,23.758580566526227
J093458.88+690322.3,143.74533569506374,69.05621045926402,1437453356690562104,0.01920954175415691,0.07141675504926118,-1.9484930444075392,0.6219137732455757,1.4589438153051397,23.489903581734467
J093534.91+624456.2,143.89545957901635,62.74895590316052,1438954595627489559,0.0296020330729522,0.252730063213113,,0.8078302201610985,1.2332564792785017,23.672366485412553
J093942.89+733847.7,144.92874175127312,73.6466045106646,1449287417736466045,0.02298035471392262,0.21152870043421632,0.24462615440056745,0.5844178098714471,1.2549115587819222,23.65346720116737
J094101.49+641019.3,145.2562267443114,64.17203413123306,1452562267641720341,0.029214245751373404,0.05664152237890346,0.49334161226699275,1.26014014892266,1.9506393463503156,23.174557549692448
J094102.11+660103.3,145.25881537312182,66.01760742934769,1452588153660176074,0.024950025480952154,0.19875484641903124,0.48045290215620967,1.2847000900324275,2.572837233558258,22.873969219669856
J094137.87+735934.9,145.40782048417643,73.99304925165433,1454078204739930492,0.016415799743557346,0.08180463917135182,,0.784335751173236,1.3231732501506839,23.595958218975074
J094153.10+673213.4,145.4712509820157,67.53706426877218,1454712509675370642,0.016906565376780282,-0.008548769129525886,0.350988416166911,0.8963591819557449,1.2589969826153562,23.64993827686511
J094338.83+685807.6,145.9118065632309,68.96878420093866,1459118065689687842,0.0011367940607035637,0.22002662330510647,0.34398102935737257,0.7474662879800472,1.2717508505708097,23.638994908080548
J094458.40+682831.9,146.24333513296907,68.47554953418116,1462433351684755495,0.01850723402519297,0.24529371924909918,0.35628099495690846,0.6508222240310807,1.0645754405556802,23.832058892736207
J094835.75+664750.3,147.14899095885002,66.79731991389188,1471489909667973199,0.01074608373277279,-0.09555159631717909,,1.3233075287256248,2.3509469009826094,22.97189294959372
J094845.66+685247.6,147.190253986421,68.87989982838043,1471902539688798998,0.026108692582275383,0.18158926672921893,0.6504252987731616,1.7252618485514928,3.1831707809886414,22.642850150815296
J094917.40+650201.8,147.32252674131686,65.03385142532395,1473225267650338514,0.028281922775183214,0.16202656760050024,0.6818688347460704,1.6069080466511045,3.164373563555134,22.64928063103482
J095137.14+694008.0,147.90475583161526,69.66889596295347,1479047558696688959,0.008512441804778573,0.13631841496652036,0.24114962757829742,0.5227076015087015,1.66364215537197,23.347350208725388
J095212.07+744213.1,148.0502994338685,74.70366343327075,1480502994747036634,2.408467817182116e-12,-0.008095596874369747,0.09090688166228642,0.5385269732901106,1.716847022356735,23.313171001040843
J095322.82+663825.3,148.34511493095565,66.64038694536534,1483451149666403869,-0.00015181713373704336,-0.0006470005457031929,0.09023543386313074,0.6459326658844343,1.38112626598003,23.54941653832595
J095402.30+732611.9,148.5095971392542,73.43666097290654,1485095971734366609,0.024358077600144995,0.04038910426167536,0.4648512527203155,0.6868028068451804,1.1498495493030327,23.748397451685463
J095607.48+725627.3,149.03117312363037,72.94092318143765,1490311731729409231,0.01936160990513168,0.4445482312125882,0.3562337994347265,0.843203278071939,2.73149752311418,22.808997972404278
J095624.40+715335.6,149.10167333809832,71.89324312069999,1491016733718932431,0.02373986805833802,0.13090876825184544,0.2612176697664785,0.6827830048801738,1.0936698483957246,23.802784402181118
J095700.40+660639.2,149.2517012731392,66.1109089770193,1492517012661109089,0.024149092317336075,0.168915633412683,0.3064249108543271,0.6542936567831855,1.3371427124427309,23.584555595684307
J095737.03+645730.7,149.40432358226747,64.95854159871155,1494043235649585415,0.02521377785574053,0.3044423696939872,0.24939352534573261,1.0277556606846048,1.6219262743513103,23.37492222699234
J095740.48+724115.4,149.41867053010986,72.6876179076848,1494186705726876179,0.03231554799866615,0.5891267714149411,0.5683543354523359,0.841560182736471,1.3591221863833116,23.56685374505862
J095827.55+683917.9,149.61482470402794,68.65498539978888,1496148247686549853,0.026986447263499667,0.23450136131745183,0.2633337668672767,0.8342184033304723,1.774694186598201,23.277191183304385
J095947.82+663253.1,149.94925020086458,66.54810444347054,1499492502665481044,0.019054394258208394,-0.028663843484578903,0.3506307021421804,1.6394863157984028,4.064096932754012,22.377589855613152
J095958.38+641325.5,149.99327718195394,64.22377519019359,1499932771642237751,0.022616692001038725,0.30810077260417007,0.28500829759376795,1.37473345024126,3.236170814678029,22.624921407765108
J100048.54+762644.3,150.20227656195416,76.44565887914251,1502022765764456588,0.01726701066588586,-0.26382233964495955,0.6274278796884621,0.9448299366068518,1.8690995863566329,23.22091889656234
J100132.66+702902.0,150.38611212561617,70.48390892242547,1503861121704839089,0.017036039240197302,0.22430599427214126,0.5080903044578167,1.1750619314885111,1.8059425982031316,23.25824014457983
J100246.22+704809.8,150.6926080209557,70.80273179286466,1506926080708027317,0.02207672469092199,0.16720215472681663,0.3769900262869147,1.0055888014442993,2.0709286679187495,23.109587149751874
J100407.71+732926.9,151.0321446795149,73.49082681624502,1510321446734908268,0.024239724631578967,0.03134446881468103,0.33158470522110417,1.4717914723942012,3.0175532975959802,22.700862626069558
J100433.54+660903.6,151.13976512267044,66.1510154918085,1511397651661510154,0.020698212491822778,0.20678142416001682,0.5582432475256613,1.7809992517622406,3.3220782767510917,22.596475346658767
J100632.44+720226.3,151.63519359637115,72.04065620961278,1516351935720406562,0.022480187101813764,0.2575261910276454,0.2889481536757588,1.305013405312706,0.9869613195054291,23.914249669122583
J100841.24+722027.9,152.17187079640595,72.34110819392049,1521718707723411081,0.02527326535806193,-0.04603593953838695,0.5009655703421112,1.183373427813223,2.1842165876642317,23.051760747606412
J100902.19+680224.9,152.25912744913722,68.04027588549285,1522591274680402758,-0.002026287452646682,0.22554983914938895,0.21925200099155856,0.6581403459392495,1.6746514573006246,23.340188920705415
J101611.78+720859.2,154.04912194333167,72.14978607535679,1540491219721497860,0.015527851696682271,-0.17240060572920496,0.22411182833904608,0.7555650165468344,1.1110915766492817,23.78562536211131
J101734.15+744400.9,154.39231347310394,74.73358355548682,1543923134747335835,0.025288641588894652,0.33148231840600045,0.3540128264670701,0.8795072168176975,1.1299043358435654,23.76739581203035
J101744.53+700846.3,154.4355565718909,70.14620271396686,1544355565701462027,0.04241013004732823,1.0747942985717145,0.7438774553194095,2.8356008772818755,5.551389352543568,22.0389957797467
J101844.48+692252.1,154.68535830104088,69.38115999342946,1546853583693811599,0.015307005088170011,0.10420517381238105,0.24770758602656762,0.5311939408358904,0.9641699416732805,23.939616029801346
J101934.75+683055.8,154.8947977413896,68.51552215000358,1548947977685155221,0.02198713636243706,0.14692975948858916,0.2577668104290395,0.6440692432748412,0.9918636261609275,23.908870089970378
J102219.47+724534.2,155.58112775462607,72.75951360100059,1555811277727595136,0.00014842992269090732,-0.1463248823629867,0.9527110264036039,3.1611236707554715,1.539704446352079,23.431406590176714
J102220.14+730957.2,155.5839370077042,73.16589019801685,1555839370731658901,0.013391055139290928,-0.011911768209953776,0.2850292602059247,0.7476937064901013,1.2113670036271866,23.69181065059999
J102601.25+714345.7,156.50523475179813,71.72936468030582,1565052347717293646,0.017407603529421986,0.2103538001551697,0.5049312285105997,0.7375777698902148,1.4623375318022611,23.487380933561003
J102627.17+705827.8,156.61322668744072,70.97439911936148,1566132266709743991,0.02375444237363497,0.17851849197514238,0.5062145135401674,1.0606842890763786,1.7159059439498698,23.3137663033731
J102641.50+684410.0,156.67293978631346,68.73611018650097,1566729397687361101,0.026316334866792798,0.05312702616043566,0.14995445058781104,0.7311673199680119,1.2610419198403218,23.64817619067924
J102741.02+692551.8,156.920935844455,69.43107203047066,1569209358694310720,0.022727031658908773,0.01719028112824001,0.39251401872514435,0.7831371614009257,1.7901610374036774,23.2677697486536
J103333.48+705556.4,158.38950200456472,70.93233683155297,1583895020709323368,0.007247195397127962,0.505463622843314,0.5719303499014019,3.038428191091443,5.552852223436354,22.038709710339887
J103812.99+703852.2,159.55415043616526,70.64783495188297,1595541504706478349,0.03174057380306958,0.30162795292473155,0.48794110363864357,1.0939608334024733,1.911157719769329,23.196758677444812
J103856.48+741810.4,159.73536496145456,74.30290972040983,1597353649743029097,0.03915592978584521,0.17717647822342772,0.36070226284859586,0.7374849544085315,1.0944364157778061,23.802023662167898
J104149.12+712626.3,160.45468711041306,71.44064783087329,1604546871714406478,0.027805986855559024,-0.16675800921903663,0.2188292450097453,0.614420150839766,1.3881260130516635,23.543927767900165
J104151.71+732013.9,160.465486518699,73.33719913348145,1604654865733371991,0.03434671987500123,0.03196350803649316,-60.603554450101626,1.4289012842768252,3.074787401587595,22.680462267615123
J104302.49+700013.0,160.7603735312903,70.0036148604656,1607603735700036148,-0.003402140116829643,-0.028230712288840176,1.0481338236871347,1.1783399746658771,2.2506698068957327,23.019220537889336
J104455.76+763401.9,161.23234481514427,76.56721308511986,1612323448765672130,0.029562562629060207,0.015244545207389602,0.5416565144041342,1.2381157170757024,2.5567668390829335,22.880772187674374
J104708.71+720537.1,161.7863107790707,72.09364670281593,1617863107720936467,0.0012002131125503392,-0.3021101078210002,0.31604283983546944,0.6993482029591624,0.9793217582082653,23.922686490981768
J104815.01+705927.4,162.06254902722839,70.99096514101569,1620625490709909651,0.016608824952568296,-0.047492121334399715,0.3146425283327344,0.7567364397471142,1.414486871923202,23.52350269736047
J105046.44+703403.0,162.69351586834313,70.56752308800677,1626935158705675230,0.02307172629371698,0.13799249459213164,0.4061466822038632,0.7500860358031389,1.5322672304035228,23.436663715725892
J105101.73+742038.0,162.7572226570196,74.34390467187387,1627572226743439046,0.020971498740306523,0.23499301460871092,0.3484431626177785,1.2964544830711162,3.1291184572963475,22.66144498924512
J105124.48+715641.8,162.85202260203485,71.94496147282919,1628520226719449614,0.03159817354719509,-0.4809372952461904,0.47687213642662823,1.7188914108077822,3.4380652127402005,22.55921472483459
J105138.53+711047.6,162.91055719418398,71.1798915559835,1629105571711798915,0.027852379099699082,-0.31757459801062865,0.3773280082182178,1.219506572878428,2.4495421093454866,22.927287725792453
J105602.31+722815.4,164.00964368328397,72.47094738223868,1640096436724709473,0.02480503915732536,-0.25334306766093917,0.5856199047961619,1.5390828660777616,3.646546021635163,22.49529575251279
J105840.76+764600.6,164.66986817053393,76.76683338697838,1646698681767668333,0.015255636743974003,0.17923108413127456,0.19990912881187,0.5684468743760475,1.0736243831254857,23.82286908446015
J110722.57+730719.4,166.84406085550322,73.12207412416339,1668440608731220741,0.025155650488182742,-0.26420183966689403,0.24781751613906897,0.5177442586857333,0.6766450686382205,24.32409769738905
J110905.36+745115.9,167.27233382818233,74.85443859762502,1672723338748544385,0.011131839889495718,-0.8373094115139144,0.6389673454065055,1.0268236364046146,2.064432867055251,23.11299808827194
J111021.69+771827.4,167.5903780757386,77.3076143556537,1675903780773076143,0.03337667396995601,0.06108322422337397,1.295432053676207,2.4010370331309026,4.7815234082209415,22.201084284422787
J111102.29+724403.5,167.75957680397275,72.73432413510614,1677595768727343241,0.02451782171117752,-87.87493369394792,0.43878016606557535,0.90543343319686,1.5552523833833014,23.42049781109983
J111307.11+760955.5,168.27964073580515,76.1654391839649,1682796407761654391,0.0010819001962738828,0.23020691549295474,0.13046297674864,0.6442782145095041,1.2058408808525365,23.696774991532212
J111535.00+775224.5,168.89583353558126,77.87347241590797,1688958335778734724,0.018992040277563765,0.22429989392251337,0.22324962547834376,0.5609321603466145,1.138446595206409,23.75921834356447
J111611.03+742017.8,169.04598083974554,74.33829353515621,1690459808743382935,0.01969410908427006,0.20290453184594134,0.2352950543101936,0.7244390081345469,1.2243216355887372,23.68026118952059
J111626.83+732034.6,169.11182422457205,73.34294731277814,1691118242733429473,0.022433324297673772,-0.04831391871517586,0.3692636458306446,0.5699109594719686,1.1364127154577774,23.761159788872547
J112449.29+772253.7,171.20538085204507,77.38158240160632,1712053808773815824,0.009047182476666003,0.13674523252109053,0.1471167221668312,0.7613243003832515,1.3207335971427896,23.597961935824795
J114202.33+735533.0,175.50974381467594,73.92584008073129,1755097438739258400,0.025631712615382975,-0.3801315408307915,0.33672833063649416,1.1895679568600865,2.589582100680262,22.86692578865019
J114253.75+743127.7,175.72399439742944,74.52437345595763,1757239943745243734,0.024120078409085977,0.10795978430068948,0.35649834115754353,0.6602441697925462,1.0358229552026619,23.861786171682592
J115116.68+741910.3,177.8195332027592,74.3195501087511,1778195332743195501,0.010390232110809375,0.20629154296295973,0.11293318224462545,0.5551510611485224,1.2328197195490005,23.67275106870831
J115251.46+735430.0,178.214418836132,73.90835089153046,1782144188739083508,0.015475180077619034,0.05562406940992156,0.22435346949683724,0.5367472809977585,1.3986957074597226,23.535691894873494
J115406.53+694604.8,178.5272351212274,69.76802087480175,1785272351697680208,0.019997539052902358,0.07694480045446675,0.1438924718305758,0.5211048422959367,1.0607302311081108,23.8359876336445
J115406.84+701040.9,178.52851630283698,70.17804178009865,1785285163701780417,0.007933135711885884,-0.08687622875013426,9.527886860452153,0.6914751791155044,1.530987020575331,23.437571227885968
J115455.09+704001.3,178.72955337214708,70.66702919240967,1787295533706670291,0.020997495796887377,0.647300277272774,0.5095402428611738,0.8228168766251384,1.3695188443660802,23.55857996886112
J115530.60+695152.4,178.8775078754402,69.86457399199602,1788775078698645739,0.026082039678311183,0.3143857616373563,0.4387698087844539,2.1692180803767536,4.480415826529468,22.27170419336033
J115611.48+760732.4,179.04783336405282,76.12566687686409,1790478333761256668,0.0023414159954966087,0.09067077410245604,0.10637478905693198,0.502507977952396,1.035256577658599,23.86238000365353
J115716.98+680153.4,179.32075429933698,68.031499167073,1793207542680314991,0.01659318220868039,0.1739598082964598,0.19689712920568625,0.8487506068800734,1.1821928929216194,23.718279139650626
J115914.88+721926.1,179.81201530536714,72.3239414360641,1798120153723239414,0.014325733957881831,0.0845782819496758,0.27401332728378536,0.5847731509343871,1.0285092391599062,23.86947950664618
J120007.15+765208.4,180.02981927794562,76.86900973953493,1800298192768690097,0.01597549226511997,0.13423398939339087,0.3450770273928501,0.6259072640458162,0.9553872281391225,23.94955142193399
J120125.01+764526.0,180.35423460304557,76.75722285812175,1803542346767572228,0.01126790645543586,0.2722645357012965,0.7660724457095716,1.6347095526732307,3.3085856349756693,22.60089405045327
J120202.45+762319.9,180.51023851065514,76.38887975367068,1805102385763888797,0.01840149904925889,-0.03996269755106373,0.637270494037467,1.6813135690235983,3.443865401471731,22.557384576655423
J120250.61+690319.6,180.71089865264202,69.05546248053022,1807108986690554624,0.014833353893263545,0.11515355595572267,0.38001436786588727,0.7208643589262429,1.3779226402101752,23.551937910122014
J120332.40+725859.8,180.88502035857766,72.98327966378737,1808850203729832796,0.02700453300912472,-0.043550932661235366,0.22062267923889972,0.9772037657542911,2.307199224897692,22.992287257154075
J120338.47+680502.7,180.91029938602847,68.08408645412023,1809102993680840864,0.01252305362945362,-0.16360954303499578,0.05889867671160706,0.4732007648913852,0.7956040361748372,24.14825755581215
J120449.96+682421.2,181.2081917197674,68.40590293727536,1812081917684059029,0.02752210978758543,-0.05091240902555441,0.2598144224503813,0.6108683085269797,1.3011690167585475,23.614165716555302
J120558.73+752729.9,181.49473054412576,75.4583101019628,1814947305754583101,0.002140254309341396,-0.16626704254268976,0.2558448551409662,0.8700259467519466,1.5146951035770229,23.449186946221346
J120605.15+722640.7,181.52149183602347,72.44465973350579,1815214918724446597,0.017246782072771534,0.2616322444167835,0.42280655878351475,1.058580970779484,1.8923903325405922,23.20747319813313
J120636.66+750545.0,181.65278155251957,75.09584757075372,1816527815750958475,0.0204915857189642,0.1376918087397439,0.19151494578881134,0.49565262443471975,1.0067494240431238,23.892696525446013
J120643.34+714427.8,181.6806025710066,71.74108024923395,1816806025717410802,0.008657272410606577,0.20356059550072117,0.005785871766389089,0.5348550655525681,1.1262878711220285,23.77087648183508
J120909.45+755003.1,182.28940945466226,75.83419473523188,1822894094758341947,0.015558429421662006,0.28123134438191466,0.3449605540797179,0.7032089400946319,1.3092932239778874,23.607407699332434
J120921.49+764346.7,182.33955754919427,76.72965259052066,1823395575767296525,0.025286379693656075,-0.06072443773982403,0.2531445866091825,0.8464070457348528,1.136570027279888,23.7610095025217
J121038.46+725926.5,182.66026423921028,72.99070569472238,1826602642729907056,0.02427527909465893,0.29587132138214584,0.12916857993744546,0.8187748964360427,1.9847629201182548,23.155728405669795
J121247.23+715941.6,183.19682829743917,71.99490044428181,1831968282719949004,0.01366736302833368,0.2669107767070349,0.2921684773824362,0.7049597309174942,1.1996564139992183,23.702357799194225
J121650.34+675704.4,184.2097642375808,67.95122103544148,1842097642679512210,0.02813615425003273,0.15920714806600156,0.19559863398482324,0.5922746340729568,1.0331872098357815,23.86455244684911
J121702.44+702304.1,184.26017845164336,70.38449246549055,1842601784703844924,0.01990511954603571,-0.03573291207664507,0.2311619334350944,1.0445349745327808,1.7591603468102326,23.286736432395216
J121926.89+723515.2,184.86207138036224,72.58755865733143,1848620713725875586,0.03659902340066283,0.06470196463919596,0.3821497782250671,1.365129020256616,2.484756700961002,22.911790323768294
J122121.73+701810.7,185.34056049967245,70.30299787392805,1853405604703029978,0.022977350563843868,-0.08929794364822373,0.4240159395776612,1.628239019149226,2.933347461394327,22.731591227113373
J122140.29+691257.8,185.41788762506238,69.21606691326457,1854178876692160669,0.011780566138817297,0.46956358373174023,0.0843106012412757,0.8285805811644845,1.7421238833311967,23.297302413312053
J122156.49+673049.4,185.485384721451,67.51372542764805,1854853847675137254,0.02606804477103704,-0.010428649580459288,0.20653180486620085,0.6647154931472181,1.1655176524320878,23.733702861137587
J122340.26+683118.8,185.91778494944597,68.52189821607703,1859177849685218982,0.02902200934436173,0.29605342068629625,0.20811152740557326,0.9182887906689777,2.1857704637982844,23.0509886173334
J122419.65+710530.2,186.08188735586637,71.09172850740052,1860818873710917285,0.016420643705167957,0.13104529255360886,0.2936296519413323,0.8673259639726347,1.915922099355051,23.194055382856654
J122509.19+700339.9,186.2883199479432,70.0611005934946,1862883199700611005,0.02840613109139964,0.2509449869626507,0.43788286685493627,0.7960344693635708,1.623268034253919,23.374024408711623
J122559.27+751520.9,186.49698958425304,75.25580612692677,1864969895752558061,-0.004646682337197712,0.18941566471945093,0.14447422093218965,1.0552053800807746,1.9440775018987917,23.178216064090122
J122835.61+734603.5,187.1484000569784,73.76764320708183,1871484000737676432,0.009665998138353954,0.21109601748068055,0.18720701779630947,0.4151223595633257,1.2150347409245073,23.688528260768887
J122955.04+721203.5,187.47936755938707,72.20099500233252,1874793675722009950,0.025746412914713558,-0.05394904941271593,0.42955088252225654,1.2309723453785437,2.2537609163576096,23.01773039176937
J123824.98+640444.0,189.60410843360822,64.07889244769865,1896041084640788924,0.026862151113404825,0.02389598961734553,0.35050199946112887,0.8355760508860806,1.3591271295050937,23.566849796247705
J123952.14+765750.4,189.96728004471174,76.9640115191881,1899672800769640115,0.022861576278245838,0.21359497323841053,0.35846748618164326,0.5432918268589717,1.1750221406465113,23.724884875033773
J124043.11+665554.3,190.17962334318787,66.93176689879436,1901796233669317668,0.002580623666963042,-0.16264750317939755,1.9330769783253514,24.58364308269184,4.118897049930274,22.363047657281783
J124044.85+680213.8,190.18690953291562,68.03717465926576,1901869095680371746,0.02116897665319166,-0.09161888270125056,0.178871134462812,0.8145254161833522,1.2548074076682854,23.653557315348618
J124103.88+671700.2,190.26618896247993,67.28339803718143,1902661889672833980,0.03215452046747433,0.22351495991300618,0.7970962054946082,1.8109420083462098,3.7392795189971144,22.468030173019294
J124327.81+715440.6,190.86589005643015,71.9113032045388,1908658900719113032,0.014510530481350419,0.29955128794250485,0.2801536304064439,0.6708752737819477,1.3280587858114046,23.591956751824267
J124449.99+685335.9,191.20833088801783,68.89331307856591,1912083308688933130,0.034225152111553726,0.02358258839408903,0.35437047326242466,0.7388778391687337,1.3174319698854946,23.600679504550683
J124510.94+763400.9,191.29559427955073,76.5669251356062,1912955942765669251,3.3969223074467065e-12,0.14159726657480448,0.2397026855273513,0.6914460695801864,1.0553274409759041,23.841531922609324
J124718.76+700049.9,191.8281917572905,70.01386495273769,1918281917700138649,0.014633932766318348,-0.42815096026603294,0.14695281859049947,1.0445542393445433,2.0265960438311046,23.13308202370225
J124721.56+632347.9,191.8398541302353,63.39665844516711,1918398541633966584,0.01787075732080671,0.18678953379507632,0.5710517653949565,1.3278949323663847,2.673472191814975,22.832310822161503
J124843.59+682053.6,192.18165634915405,68.34824297395299,1921816563683482429,0.03661405929661214,0.14679202435045077,0.2062093979964751,0.6739872311320988,1.026040311020951,23.87208894087227
J125149.74+713404.8,192.95726193811157,71.5680015709009,1929572619715680015,0.023611025542717455,0.11570667368369106,0.2193544859145228,0.6896174318557052,1.0877789277555738,23.808648396271586
J125417.08+643023.1,193.5711839735571,64.5064263779619,1935711839645064263,0.003835478879643792,0.46718379356020057,0.3145267195512329,0.7508889424828858,1.4376426201639072,23.505872651677947
J125434.73+651457.5,193.64472160884839,65.2493049822492,1936447216652493049,-0.0015202546085530885,0.16632065300574306,0.1710344763964896,0.6848650443317902,1.441963657525041,23.502614213006847
J125715.29+684224.6,194.31374415854037,68.70684967343858,1943137441687068496,0.02859828510897483,-0.18718797037874174,0.8278293126372067,3.2526273681072437,7.23324623607539,21.751666875709944
J125727.19+715149.4,194.36331593582128,71.86372958341762,1943633159718637295,0.026494010733746423,0.14900583971990025,0.27772407399202975,0.7577330892492722,1.233586719051352,23.67207578734142
J125754.79+671447.6,194.47831676252844,67.24658021993412,1944783167672465802,0.020395036416273625,0.2440104401894601,0.37386302756851536,1.0046247240647976,2.2886662361193704,23.001043843325117
J125832.57+763744.5,194.63571924593543,76.6290277939153,1946357192766290277,0.029953110649242484,-0.1633232992006772,0.47520797104035506,1.6527599080020956,3.8722757970105404,22.430084295729465
J125910.22+643253.6,194.79259011971942,64.5482355353048,1947925901645482355,0.029212325232757578,-0.8300571531570442,0.2938401883509062,0.6158667951198716,1.7009516907797464,23.32327005183823
