wise_designation,obs_sdss_ra,obs_sdss_dec,obs_psfmag_i,obs_tel,obs_date,obs_obs,obs_instrument,obs_class1,obs_class2,obs_z,obs_specfile,target,comment,ELQS_target,PS_ELQS_target,PS_ELQS_target_old
J025807.80-004259.7,44.53244896,-0.715987475,17.53763,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,K,-999.0,J0258-0042,ELQS,,secondary,,
J025913.57-255544.3,44.80656776,-25.92903605,18.28915208,SOAR,171009,"Schindler, Yue",GoodmanHTS,GALAXY,UNID,-999.0,J0259-2555,,,,,old_priority_3
J030151.62+121204.5,45.46511392,12.20127254,17.09901683,SOAR,171010,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.69,J0301+1212,,,,priority_2,old_priority_2
J030343.48+043438.8,45.93118962,4.577440173,17.58544,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,NOTQSO,UNID,-999.0,J0303+0434,ELQS,,secondary,,
J030517.92-205628.2,46.32468174,-20.94117169,18.10642826,SOAR,171007,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.96,J0305-2056,,,,priority_3,old_priority_3
J030559.77+242507.3,46.49906065,24.41869901,18.17035106,VATT,171109,"Schindler, Huang",VattSpec,QSO,QSO,3.81,J0305+2425_a,,,,priority_3,old_priority_3
J030656.86-075428.5,46.73695794,-7.907944637999999,18.36486,VATT,151012,"Jennifer Kadowaki, Ya-Lin Wu, Jan-Torge Schindler",VATTSpec,QSO,NOT_Z_TARGET,-999.0,J0306-0754,ELQS,reobserve,secondary,,
J031307.14+024515.3,48.27975311,2.754233161,17.50966,BOK,161014,"Betsy Green, Jan-Torge Schindler",B&C ,QSO,BAL,3.15,J0313+0245,ELQS,,primary,,
J031817.19+203523.4,49.57167538,20.58982456,17.20547062,VATT,171111,"Schindler, Huang",VattSpec,QSO,QSO,3.23,J0318+2035,,,,priority_3,old_priority_3
J031829.39+233435.2,49.62250334,23.57644776,18.31894403,VATT,171109,"Schindler, Huang",VattSpec,REOBS,UNID,-999.0,J0318+2334_a,,,,priority_3,old_priority_3
J032146.39+115753.3,50.44332707,11.96483565,17.08297774,MMT,180120,Yue,RedChannel,QSO,QSO,2.94,J0321+1157_d,,reobserved,primary,priority_3,old_priority_3
J032436.31+175241.5,51.15134309,17.87821919,18.10333,MMT,171021,Schindler,RedChannel,QSO,QSO,3.59,J0324+1752,,,primary,,
J032509.43+271200.4,51.28931805,27.20010117,18.33774717,VATT,171111,"Schindler, Huang",VattSpec,QSO,QSO,3.58,J0325+2712,,,,priority_3,old_priority_3
J032537.92+310820.8,51.40800144,31.13910501,12.97503431,MMT,171020,Schindler,RedChannel,NOTQSO,UNID,0.0,J0325+3108,,,,priority_3,old_priority_3
J032659.91+143956.8,51.74964613,14.66585071,15.69036,MMT,151119,"Qian Yang, Xiaohui Fan",RedChannelSpectrograph,STAR,MIII,-999.0,ssjts11930.fits,,,,,
J032906.25+202457.7,52.27607011,20.41606189,17.81816288,VATT,171111,"Schindler, Huang",VattSpec,QSO,QSO,3.23,J0329+2024,,,,priority_3,old_priority_3
J033010.95-124009.4,52.5459157,-12.66907855,17.59433004,SOAR,171006,"Schindler, Yue",GoodmanHTS,QSO,BAL_CHECKZ,2.075,J0330-1240,,,,priority_1,old_priority_1
J033136.92+212932.3,52.90388038,21.49230289,17.48269142,VATT,171109,"Schindler, Huang",VattSpec,QSO,QSO,3.19,J0331+2129,,,,priority_3,old_priority_3
J033559.99-132601.8,53.99998316,-13.43391136,17.98862959,SOAR,171007,"Schindler, Yue",GoodmanHTS,QSO,BAL,1.9,J0335-1326,,,,priority_2,old_priority_2
J033908.18-153821.2,54.78408193,-15.63921763,17.93252458,SOAR,171006,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.79,J0339-1538,,,,priority_1,old_priority_1
J034118.14+022437.2,55.32559739,2.41036086,17.60235044,SOAR,171008,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.09,J0341+0224,,,,priority_2,old_priority_2
J034138.06-114259.4,55.40862685,-11.71650979,17.08729626,SOAR,171008,"Schindler, Yue",GoodmanHTS,QSO,QSO,2.77,J0341-1142,,,,priority_3,old_priority_3
J034151.17+172049.7,55.46319001,17.34715265,16.48126,VATT,161218,"Jan-Torge Schindler, Anna Patej",VATTSpec,QSO,QSO,3.69,J0341+1720_comb,ELQS,,primary,,
J034456.71-064208.8,56.23621236,-6.702854276,17.68871,VATT,171109,"Schindler, Huang",VattSpec,NOTQSO,UNID,-999.0,J0344-0643,,,primary,,
J034521.81+160305.9,56.34087945,16.05163463,18.02009,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,QSO,QSO,2.91,J0345+1603,ELQS,,primary,,
J034828.12+165703.3,57.11718609,16.95093431,14.96098,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,CARBON,-999.0,J0348+1657,ELQS,,primary,,
J035131.60+054731.4,57.88196204,5.791590518,18.44565,MMT,151201,"Qian Yang, Jan-Torge Schindler",RedChannelSpectrograph,STAR,MV,-999.0,ncsQ0097.fits,,,,,
J035159.06-295439.5,57.99605754,-29.91096808,17.89458333,SOAR,171007,"Schindler, Yue",GoodmanHTS,GALAXY,UNID,-999.0,J0351-2954,,,,,old_priority_1
J035314.04+113154.9,58.3086093,11.53180353,18.88115,MMT,151201,"Qian Yang, Jan-Torge Schindler",RedChannelSpectrograph,STAR,MV,-999.0,ncsQ0098.fits,,,,,
J035314.88-251814.8,58.31202209,-25.30412584,18.45463102,SOAR,171008,"Schindler, Yue",GoodmanHTS,QSO,QSO,4.305,J0353-2518,,,,priority_3,old_priority_3
J035451.69+111114.4,58.71540329,11.1871961,16.9475,VATT,161123,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,K,-999.0,J0354+1111,ELQS,,secondary,,
J035550.31-145639.3,58.95965168,-14.94417992,18.27774273,SOAR,171010,"Schindler, Yue",GoodmanHTS,QSO,BAL,3.475,J0355-1456_a,,,,priority_4,old_priority_4
J035617.61-120309.5,59.07340133,-12.05267526,18.29307689,SOAR,171008,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.765,J0356-1203,,,,priority_3,old_priority_3
J035811.14+250401.6,59.54642226,25.0671155,18.23997398,VATT,171111,"Schindler, Huang",VattSpec,QSO,BAL,3.75,J0358+2504,,,,priority_4,old_priority_4
J035915.71-074142.1,59.81549129,-7.69503637,17.23662619,SOAR,171006,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.42,J0359-0741,,,,priority_2,old_priority_2
J035922.95-191127.7,59.84566096,-19.19106166,17.86671981,SOAR,171009,"Schindler, Yue",GoodmanHTS,QSO,QSO,2.84,J0359-1911,,,,priority_3,old_priority_3
J040155.99-225704.0,60.48327453,-22.95110222,18.33866038,SOAR,171009,"Schindler, Yue",GoodmanHTS,GALAXY,UNID,-999.0,J0401-2257,,,,,old_priority_3
J040544.40+101314.4,61.43501559999999,10.22065307,18.31306864,SOAR,171010,"Schindler, Yue",GoodmanHTS,NOTQSO,UNID,-999.0,J0405+1013,,,,,old_priority_3
J040544.84+130613.6,61.43686093,13.10375403,18.347170000000002,MMT,171021,Schindler,RedChannel,QSO,QSO,2.835,J0405+1306,,,primary,,
J040548.51-242115.1,61.45218739999999,-24.35423941,17.3751676,SOAR,171007,"Schindler, Yue",GoodmanHTS,QSO,QSO,2.76,J0405-2421,,,,priority_3,old_priority_3
J040820.96-030829.3,62.08735747,-3.14155131,18.05520444,SOAR,171009,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.75,J0408-0308,,,,priority_3,old_priority_3
J040903.64+145149.4,62.26504669,14.86362609,18.74447,VATT,161123,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,QSO,QSO,4.21,J0409+1451,ELQS,reobserve,primary,,
J040914.86-275632.9,62.3119818,-27.94246985,17.94565404,SOAR,171006,"Schindler, Yue",GoodmanHTS,QSO,QSO,4.46,J0409-2756_a,,,,priority_1,old_priority_1
J041053.66-074744.9,62.72355884,-7.79578296,17.61753708,SOAR,171009,"Schindler, Yue",GoodmanHTS,QSO,QSO,2.975,J0410-0747,,,,priority_3,old_priority_3
J041054.35+015835.5,62.72637177,1.97648235,18.18335212,VATT,171111,"Schindler, Huang",VattSpec,NOTQSO,UNID,-999.0,J0410+0158,,,,,old_priority_3
J041102.07-013515.1,62.75865312,-1.58754219,17.64146038,SOAR,171006,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.66,J0411-0135,,,,priority_1,old_priority_1
J042638.77+142516.0,66.66153964,14.42112264,14.21653433,SOAR,171010,"Schindler, Yue",GoodmanHTS,NOTQSO,UNID,-999.0,J0426+1415,,,,priority_3,old_priority_3
J042713.36+185405.5,66.8057027,18.90152752,15.33981,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,UNID,-999.0,J0427+1854,ELQS,,secondary,,
J042717.87-051812.4,66.82451768,-5.303473471,18.331210000000002,SOAR,180123,Schindler,GoodmanHTS,QSO,QSO,2.89,J0427-0518_a,,reobserved,,,
J042737.71+071228.3,66.90771643,7.207922802000001,17.900579999999998,VATT,161123,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,K,-999.0,J0427+0712,ELQS,,secondary,,
J042921.28+183122.7,67.33867634,18.5229607,18.15827,VATT,161123,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,M,-999.0,J0429+1831,ELQS,,secondary,,
J043138.29+114237.3,67.90938749,11.71025214,17.74515607,VATT,171109,"Schindler, Huang",VattSpec,NOTQSO,UNID,-999.0,J0438+0845,,,,,old_priority_4
J043229.32-191717.8,68.12211532,-19.28828442,17.8754258,SOAR,171009,"Schindler, Yue",GoodmanHTS,QSO,QSO,2.93,J0432-1017,,,,priority_3,old_priority_3
J043959.03+090617.0,69.99596878,9.104731195,18.51758,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,3.4,J0439+0905_b,,reobserved,,,
J044132.01-101634.3,70.38339627,-10.27618566,18.2140734,SOAR,171008,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.97,J0441-1016,,,,priority_3,old_priority_3
J044155.21-010349.9,70.48007889,-1.063883176,17.28537,VATT,161123,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,QSO,BAL_CHECKZ,-999.0,J0441-0103,ELQS,reobserve,secondary,,
J044756.84-230748.3,71.98684651,-23.13007929,16.70684094,SOAR,171006,"Schindler, Yue",GoodmanHTS,QSO,BAL,2.945,J0447-2307,,,,priority_2,old_priority_2
J045029.43+025520.2,72.62268049,2.92228927,18.23404134,SOAR,180124,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0450+0255,,,,,old_priority_4
J045316.56-093025.1,73.31908392,-9.50692719,18.39003297,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,3.405,J0453-0930,,,,priority_5,old_priority_5
J045420.30-003731.9,73.58463087,-0.62551077,18.25346734,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,2.915,J0454-0037,,,,priority_5,old_priority_5
J045639.80+085418.8,74.16567362,8.90534624,17.76541139,SOAR,180123,Schindler,GoodmanHTS,STAR,F,-999.0,J0456+0854,,,,,old_priority_4
J045733.90-052509.1,74.39136871,-5.419043379,17.929779999999997,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,2.9,J0457-0525_a,,reobserved,primary,,
J045950.11+072802.5,74.95879239,7.46741808,18.08788135,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,3.435,J0459+0728,,,,priority_5,old_priority_5
J050015.00-243927.3,75.06260848,-24.65756579,17.91968403,SOAR,171007,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.51,J0500-2439,,,,priority_2,old_priority_2
J050034.43-065932.3,75.14346839,-6.99237151,18.26518036,SOAR,171009,"Schindler, Yue",GoodmanHTS,GALAXY,UNID,-999.0,J0500-0659_a,,,,,old_priority_4
J050354.15-060825.1,75.97560751,-6.14028965,18.221034399999997,SOAR,180124,Schindler,GoodmanHTS,QSO,QSO,3.035,J0503-0608,,,,priority_5,old_priority_5
J050456.79+005537.9,76.23663276,0.9271928859999999,15.403170000000001,VATT,180321,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J0504+0055,ELQS_lowz,,lowZ_bright,,
J050653.50-061712.3,76.72287079,-6.286793415,14.46976,VATT,180321,"Schindler, Rees",VattSpec,STAR,CV,-999.0,J0506-0617,ELQS_lowz,,lowZ_bright,,
J050820.58-014811.7,77.0857845,-1.8032347919999998,16.75864,BOK,161013,"Betsy Green, Jan-Torge Schindler",B&C ,STAR,M,-999.0,J0508-0148,ELQS,,secondary,,
J050941.77-045934.7,77.42407441,-4.993028614,15.1957,VATT,171112,"Schindler, Huang",VattSpec,GALAXY,UNID,-999.0,J0509-0459,,,,,
J051035.41-053715.8,77.64756668,-5.621076705,18.34204,MMT,171021,Schindler,RedChannel,QSO,QSO,3.24,J0510-0537,,,,,
J051313.24-025958.5,78.30522590000001,-2.9996048089999996,15.64006,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,K,-999.0,J0513-0259,ELQS,,secondary,,
J051326.68-051026.3,78.36119302,-5.173995786,17.37331,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,2.6,J0513-0510,ELQS_lowz,,lowZ_bright,,
J051329.11-053814.7,78.37131301,-5.637416097999999,16.94453,VATT,161218,"Jan-Torge Schindler, Anna Patej",VATTSpec,STAR,UNID,-999.0,J0513-0538_comb,ELQS,,primary,,
J051335.62-052423.3,78.39863753,-5.406882173,18.240070000000003,MMT,171021,Schindler,RedChannel,STAR,K,-999.0,J0513-0524,,,primary,,
J051444.29-302200.2,78.68454983,-30.36675061,18.320525500000002,SOAR,171008,"Schindler, Yue",GoodmanHTS,GALAXY,UNID,-999.0,J0514-3022,,,,,old_priority_3
J051554.93+012242.6,78.97890551,1.3784982,18.36025,VATT,161123,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,QSO,QSO,2.82,J0515+0122,ELQS,,secondary,,
J051622.51-075650.3,79.09381587,-7.94731926,13.77944011,SOAR,171006,"Schindler, Yue",GoodmanHTS,STAR,K,-999.0,J0516-0756,,,,priority_2,old_priority_2
J051818.44-043434.6,79.57683605,-4.576285700000001,18.55304,MMT,171021,Schindler,RedChannel,QSO,QSO,3.83,J0518-0434,,,,,
J052001.72-201440.5,80.00719899,-20.24460909,18.2583765,SOAR,171008,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.95,J0520-2014,,,,priority_3,old_priority_3
J052136.92-133938.7,80.40384593,-13.66077534,17.60323612,SOAR,171006,"Schindler, Yue",GoodmanHTS,QSO,QSO,4.27,J0521-1339,,,,priority_1,old_priority_1
J052226.87-244620.0,80.61198147,-24.77224884,18.44723512,SOAR,171010,"Schindler, Yue",GoodmanHTS,QSO,QSO,0.252,J0522-2446_a,,,,,old_priority_4
J052323.67-031810.9,80.84867096,-3.30302072,18.49283007,SOAR,180124,Schindler,GoodmanHTS,STAR,M0IIIE,-999.0,J0523-0318,,,,priority_5,old_priority_5
J052448.21-051158.3,81.20091208,-5.199534273,17.40165,VATT,161119,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,NOTQSO,UNID,-999.0,J0524-0511,ELQS,,secondary,,
J052531.03-031048.2,81.37929611,-3.18008188,18.4372929,SOAR,180123,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0525-0310,,,,,old_priority_4
J052549.04-161612.4,81.45435236,-16.27011356,17.80206151,VATT,171111,"Schindler, Huang",VattSpec,NOTQSO,UNID,-999.0,J0525-1616_c,,,,priority_2,old_priority_2
J053043.74-062656.6,82.68228166,-6.44905383,17.72869094,SOAR,171006,"Schindler, Yue",GoodmanHTS,QSO,QSO,3.54,J0530-0626,,,primary,priority_2,old_priority_2
J053211.40-053744.0,83.04754697,-5.628887885,15.652070000000002,VATT,161123,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,M,-999.0,J0532-0537,ELQS,,secondary,,
J053212.06-053543.9,6.472336827,24.14623084,17.53417,BOK,161115,"Betsy Green, Jan-Torge Schindler, Yun-Hsin Huang",B&C,STAR,K,-999.0,J0025+2408,ELQS,,secondary,,
J053315.58-054851.8,83.31487067,-5.81445513,17.19295,VATT,161122,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,M,-999.0,J0533-0548,ELQS,,secondary,,
J053350.30-062148.9,83.45959646,-6.363631426,16.00151,VATT,161119,"Jan-Torge Schindler, Yun-Hsin Huang",VATTSpec,STAR,M,-999.0,J0533-0621,ELQS,,secondary,,
J053424.69-120747.7,83.60270559,-12.12979488,17.66223515,SOAR,171007,"Schindler, Yue",GoodmanHTS,STAR,K,-999.0,J0534-1207_a,,,,priority_3,old_priority_3
J053946.88-200841.9,84.94529282,-20.14496123,18.28713936,MMT,171021,Schindler,RedChannel,QSO,QSO,3.79,J0539-2008,,,,priority_3,old_priority_3
J074258.19+612111.0,115.74256640000002,61.35304726,17.61071074,VATT,180517,"Schindler, Littke, Hughes",VattSpec,REOBS,UNID,-999.0,J0742+6121,PS-ELQS,,,,
J075747.22+230035.7,119.44679099999999,23.00991588,17.84835747,MMT,171020,Schindler,RedChannel,NOTQSO,UNID,-999.0,J0757+2300_a,,,,priority_1,old_priority_1
J080357.73+390823.1,120.99059299999999,39.139735200000004,17.17886,VATT,161218,"Jan-Torge Schindler, Anna Patej",VATTSpec,QSO,QSO,2.975,J0803+3908_comb,ELQS,,primary,,
J080636.10+484026.7,121.6504765,48.67408151,17.36214,VATT,161218,"Jan-Torge Schindler, Anna Patej",VATTSpec,QSO,QSO,2.68,J0806+4840_comb,ELQS,,secondary,,
J081441.29+394225.0,123.6720879,39.70699201,18.188370000000003,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J0814+3942,ELQS,,secondary,,
J081824.46+820648.5,124.60196859999999,82.11346512,17.35481099,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,3.58,J0818+8206,PS-ELQS,,,,
J082109.94+285059.8,125.2910693,28.85019285,18.09178,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J0821+2850,ELQS,,secondary,,
J082620.49+490245.7,126.5852787,49.04649506,17.70499,VATT,160313,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J0826+4902,ELQS,,secondary,,
J082746.19+820049.8,126.9425226,82.01387439,18.20779,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.975,J0827+8200,ELQS,,secondary,,
J083228.36+193057.1,128.1178688,19.51596423,18.19143,MMT,170518,Schindler,RedChannelSpectrograph,STAR,UNID,-999.0,J0832+1930_alt,ELQS,J0832+1930_2,secondary,,
J083328.48+655440.0,128.36866659999998,65.91108953,17.10504,MMT,180514,"Schindler, Wenzl",RedChannel,UNID,UNID,2.0,J0833+6554_b,lowZ_bright,,,,
J083505.58+084939.9,128.77327749999998,8.82774382,18.07317587,SOAR,180123,Schindler,GoodmanHTS,GALAXY,E+A,-999.0,J0835+0849,,,,,old_priority_4
J083525.56+221309.8,128.8565634,22.21936332,17.83669,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,2.935,J0835+2213,ELQS,,primary,,
J083543.72-014959.7,128.9321943,-1.83303435,20.09760094,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J0835-0149,HighZ_Lukas,,,,
J083547.08+312144.7,128.94617390000002,31.362378600000003,18.16576818,SOAR,180124,Schindler,GoodmanHTS,GALAXY,UNID,0.3,J0835+3121,,,,,old_priority_3
J083556.08+253047.9,128.9837239,25.51334687,17.63245,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,QSO,QSO,3.36,J0835+2530,ELQS,,primary,,
J083619.68+201015.0,129.081922,20.17108806,18.04571,MMT,170518,Schindler,RedChannelSpectrograph,STAR,UNID,-999.0,J0836+2010_alt,ELQS,J0836+2010,primary,,
J083630.59+193416.5,129.1276498,19.5714581,18.19436,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J0836+1934,ELQS,,secondary,,
J083925.34+165622.4,129.8555087,16.93959993,17.98688,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J0839+1656,ELQS,,primary,,
J084009.26+225541.0,130.0386198,22.92810792,17.10611,VATT,180320,"Schindler, Rees",VattSpec,STAR,UNID,-999.0,J0840+2255,ELQS_lowz,,lowZ_bright,,
J084111.72+562803.9,130.2982886,56.46763426,16.767429999999997,VATT,171112,"Schindler, Huang",VattSpec,NOTQSO,UNID,-999.0,J0841+5627,,,primary,,
J084347.77-253155.8,130.9490235,-25.53213628,18.62739944,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.725,J0843-2531,HighZ_Lukas,,,,
J084420.86+191929.5,131.0869761,19.32485998,18.32498008,SOAR,180122,Schindler,GoodmanHTS,NOTQSO,UNID,-999.0,J0844+1919,,,,,old_priority_3
J084520.50+422341.5,131.3353842,42.39474339,17.17391,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J084541.49+831337.4,131.42301609999998,83.22706049,17.34464,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,2.295,J0845+8313,ELQS_lowz,,lowZ_bright,,
J084658.60-084104.0,131.7436861,-8.68462397,20.13430023,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J0846-0841,HighZ_Lukas,,,,
J084753.70+273654.5,131.9737063,27.61516334,17.84337,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,3.87,J0847+2736,ELQS,,primary,,
J084808.15+622821.9,132.0340153,62.47275952,18.19826,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.98,J0848+6228,ELQS,reobserve,primary,,
J084825.54+251121.3,132.1063295,25.18935536,19.3627,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,UNID,UNID,-999.0,bdbbQ0076.ms.fits,,,,,
J084901.59+325405.1,132.25675149999998,32.90153085,17.80353,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,3.51,J0849+3254_alt_comb,ELQS,J0849+3254_comb,primary,,
J085003.24+172647.5,132.5136138,17.44660321,18.24538207,SOAR,180122,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0850+1726,,,,,old_priority_3
J085103.20+130253.2,132.7633668,13.04814308,18.47118739,SOAR,180122,Schindler,GoodmanHTS,QSO,BAL,3.53,J0851+1302,,,,priority_3,old_priority_3
J085349.65+170823.0,133.4566364,17.139754699999997,16.52981333,VATT,171110,"Schindler, Huang",VattSpec,STAR,K,-999.0,J0853+1708_a,,,,priority_3,old_priority_3
J085409.00+113347.8,133.53765330000002,11.56317293,17.72309,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J0854+1113,ELQS,,secondary,,
J085410.05+231715.8,133.5420663,23.28773021,17.63271,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J0854+2317,ELQS,,secondary,,
J085928.04+011126.2,134.8667925,1.19065493,19.07339165,SOAR,180603,Schindler,GoodmanHTS,STAR,M,-999.0,J0859+0111,Highz_Lukas,,,,
J085943.27-003613.2,134.9301648,-0.60363371,20.3579998,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,5.035,J0859-0036,HighZ_Lukas,,,,
J090146.09-042937.0,135.44210859999998,-4.49362382,18.29219099,SOAR,180123,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0901-0429,,,,,old_priority_3
J090258.05+185116.0,135.74191169999997,18.85444972,18.63834,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,UNID,-999.0,sQ0077.fits,,,,,
J090445.53+044637.6,136.19010569999998,4.777177169,18.57862,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J090503.52+820057.8,136.262554,82.01533635,18.45876,MMT,170517,Schindler,RedChannelSpectrograph,STAR,K,-999.0,J0905+8200_alt,ELQS,J0905+8200,secondary,,
J090538.42+013517.9,136.41010769999997,1.58830292,17.98355329,SOAR,180122,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0905+0135_a,,,,priority_2,old_priority_2
J090619.15+392932.4,136.57983869999998,39.49231909,17.984379999999998,MMT,170517,Schindler,RedChannelSpectrograph,QSO,BAL_CHECKZ,2.72,J0906+3929_alt_comb,ELQS,J0906+3929_comb,primary,,
J090628.76+325902.9,136.619,32.984,17.67,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,2.885,J0906+3259,ELQS,,secondary,,
J090636.78-250512.4,136.6533133,-25.08689522,18.21263066,SOAR,180603,Schindler,GoodmanHTS,CHECK,NOTQSO,-999.0,J0906-2505,Highz_Lukas,,,,
J090900.52+412159.9,137.2521408,41.36658745,18.91346,MMT,150508,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,QSO,1.33,sQ0078.fits,,,,,
J090922.14+324759.2,137.3423292,32.79978321,18.0373,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,NOTQSO,UNID,-999.0,J0909+3247_comb,ELQS,"reobserve, spectrum not found",secondary,,
J090927.16+205357.9,137.3631805,20.899409,17.37942523,VATT,171111,"Schindler, Huang",VattSpec,NOTQSO,UNID,-999.0,J0909+2053_c,,,,priority_3,old_priority_3
J091017.13+253110.7,137.5713743,25.51962505,17.1687,VATT,180320,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J0910+2531,ELQS_lowz,,lowZ_bright,,
J091054.66+460651.8,137.72775430000002,46.11442843,18.09225922,MMT,180514,"Schindler, Wenzl",RedChannel,QSO,BAL,2.49,J0910+4606,5,,,,
J091223.77+124407.9,138.0990847,12.73559532,18.24116,MMT,170518,Schindler,RedChannelSpectrograph,QSO,QSO,2.995,J0912+1244_alt,ELQS,J0912+1244,secondary,,
J091407.15+103521.7,138.5297945,10.58937657,18.46989399,SOAR,180123,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0914+1035,,,,,old_priority_3
J091411.43+143537.0,138.5478659,14.59384933,18.94802,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,MV,-999.0,sbdbbQ0086.ms.fits,,,,,
J091450.82+183142.0,138.7117638,18.52831328,17.78225,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,GALAXY,E+A,-999.0,J0914+1831,ELQS,,primary,,
J091527.63+124145.1,138.8651934,12.69587994,18.49869604,SOAR,180123,Schindler,GoodmanHTS,GALAXY,UNID,-999.0,J0915+1241,,,,priority_3,old_priority_3
J091647.60-113009.9,139.19839960000002,-11.50275381,18.44310531,SOAR,180122,Schindler,GoodmanHTS,QSO,QSO,3.87,J0916-1130,,,,priority_4,old_priority_4
J091708.04+055025.6,139.283518,5.840468054,17.17755,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,2.28,J0917+0550,ELQS_lowz,,lowZ_bright,,
J091733.84+345634.4,139.3905104,34.94305589,18.18114,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J0917+3456,ELQS,,secondary,,
J091746.54-115331.9,139.4439237,-11.89219076,17.9012067,VATT,171111,"Schindler, Huang",VattSpec,QSO,QSO,3.92,J0917-1154,,,,priority_1,old_priority_1
