wise_designation,obs_sdss_ra,obs_sdss_dec,obs_psfmag_i,obs_tel,obs_date,obs_obs,obs_instrument,obs_class1,obs_class2,obs_z,obs_specfile,target,comment,ELQS_target,PS_ELQS_target,PS_ELQS_target_old
J143254.46-272227.9,218.22695019999998,-27.37445736,18.37207166,SOAR,180602,Schindler,GoodmanHTS,QSO,QSO,3.725,J1432-2722,4,,,,
J143531.81-025552.4,218.8825526,-2.931239522,18.46063,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,STAR,UNID,-999.0,J1435-0255_comb,ELQS,,secondary,,
J143623.35+043958.4,219.09767680000002,4.666177427,17.57639,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,G,-999.0,J1436+0439,ELQS,,secondary,,
J143949.24-080705.5,219.95517569999998,-8.11816163,18.10497648,SOAR,180602,Schindler,GoodmanHTS,QSO,QSO,3.43,J1438-0807,5,,,,
J144030.58+694211.5,220.1275096,69.70321615,17.98829292,MMT,180514,"Schindler, Wenzl",RedChannel,QSO,QSO,2.69,J1440+6942,3,,,,
J144210.93+394026.6,220.54554159999998,39.67407962,17.37627,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.91,J1442+3940,ELQS,,primary,,
J144549.75-111015.5,221.4572522,-11.17102275,17.9351133,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,2.995,J1445-1110,ELQS_S,,,priority_3,old_priority_3
J144644.19+051238.0,221.6841463,5.210566168,14.70376,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,M,-999.0,J1446+0512,ELQS,,primary,,
J144750.13+320350.1,221.9589059,32.06396823,17.21292,VATT,170503,"Schindler, Spalding",VattSpec,QSO,BAL,3.22,J1447+3203_2,ELQS,,primary,,
J144843.28+211802.4,222.1803867,21.30065204,18.26015,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,UNID,NOT_Z_TARGET,-999.0,J1448+2118_2,ELQS,,secondary,,
J144847.91+042558.7,222.1993943,4.43262431,18.569229999999997,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J145101.66+334810.4,222.75692809999998,33.80287906,17.999589999999998,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,QSO,QSO,1.88,ns0022.fits,,,,,
J145121.24+191710.1,222.838,19.285999999999998,18.25,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,NOTQSO,UNID,-999.0,J1451+1917,ELQS,,secondary,,
J145155.93+044140.0,222.9832327,4.694567665,17.92284,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,STAR,KV,-999.0,ns0019.fits,,,,,
J145330.91+080300.9,223.37880209999997,8.050249763,18.08322736,VATT,170503,"Schindler, Spalding",VattSpec,UNID,UNID,-999.0,J1453+0803,ELQS,,secondary,,
J145434.70-254402.8,223.6452242,-25.73412003,18.29900655,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,STAR,K,-999.0,J1454-2544,ELQS_S,,,priority_5,old_priority_5
J145457.46+335320.2,223.7397369,33.88899364,18.09895,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,STAR,MV,-999.0,spec.0021.fits,,,,,
J145528.41+270933.6,223.868,27.159000000000002,17.84,VATT,160311,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,BAL_CHECKZ,1.97,J1455+2709,ELQS,,secondary,,
J145559.42-252831.9,223.99762379999999,-25.47558386,18.28493605,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.16,J1455-2528,ELQS_S,,,priority_3,old_priority_3
J145609.97-015444.5,224.0415876,-1.912355784,14.9002,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1456-0154,ELQS,,primary,,
J145900.99-025105.7,224.75400000000002,-2.852,18.2,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,3.32,J1459-0251,ELQS,,secondary,,
J150408.86+085602.0,226.0367426,8.934019657999999,16.64573,VATT,180319,"Schindler, Rees",VattSpec,STAR,K,-999.0,J1504+0856,ELQS_lowz,,lowZ_bright,,
J150414.25+212634.2,226.0596915,21.44320691,17.32545,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1504+2126,ELQS,,secondary,,
J150511.11+000701.3,226.2958179,0.11659965300000001,18.436729999999997,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J150518.96+135448.2,226.3290441,13.91339697,17.32924037,VATT,180518,"Schindler, Littke, Hughes",VattSpec,QSO,BAL,2.365,J1505+1354,PS-ELQS,,,,
J150542.94-071718.1,226.4290075,-7.28845091,20.25090027,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.99,J1505-0717,HighZ_Lukas,,,,
J150551.10+051957.4,226.462962,5.3325888280000004,17.50618,VATT,170504,"Schindler, Spalding",VattSpec,QSO,BAL,2.55,J1505+0519_2,ELQS,redshift unsecure,primary,,
J150923.27-041129.0,227.34715950000003,-4.19134439,18.0103299,VATT,180321,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1509-0411_a,ELQS_S,,,priority_5,old_priority_5
J150954.00-261829.3,227.47484029999998,-26.30861094,18.54327996,SOAR,180602,Schindler,GoodmanHTS,STAR,M,-999.0,J1509-2618,Highz_Lukas,,,,
J151026.51+024446.1,227.61092250000002,2.7461818310000004,17.988120000000002,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1510+0244,ELQS,,secondary,,
J151235.53+084142.5,228.1484395,8.695101637,18.86541,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J151258.84-002432.8,228.24525519999997,-0.40915298299999997,18.62205,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1512-0024,ELQS,,secondary,,
J151320.22-254127.1,228.3341872,-25.69097642,18.98458999,SOAR,180604,Schindler,GoodmanHTS,STAR,M,-999.0,J1513-2541,Highz_Lukas,,,,
J151406.73+084538.0,228.52820519999997,8.76069463,21.36959721,SOAR,180604,Schindler,GoodmanHTS,UNID,UNID,-999.0,J1514+0845,Highz_Lukas,,,,
J151606.94-234707.6,229.0289809,-23.78545004,18.54553196,SOAR,180604,Schindler,GoodmanHTS,STAR,M,-999.0,J1516-2738,Highz_Lukas,,,,
J151625.53-114156.2,229.1067506,-11.69884058,17.668229999999998,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1516-1141,ELQS,,secondary,,
J151825.78+044431.8,229.60811349999997,4.7423930830000005,17.2371,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J151834.32+361621.9,229.6430269,36.27270218,17.94605557,VATT,180320,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1518+3616,ELQS_S,,,,old_priority_2
J151853.21-115951.4,229.7217339,-11.997651199999998,17.83331392,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.435,J1518-1159,ELQS_S,,,priority_2,old_priority_2
J151859.30+195819.8,229.7470864,19.97218304,18.48373243,VATT,180518,"Schindler, Littke, Hughes",VattSpec,GALAXY,UNID,-999.0,J1518+1958_a,PS-ELQS,,,,
J151906.81+264326.2,229.77840409999996,26.72396971,18.02606,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,BAL_CHECKZ,2.77,J1519+2643,ELQS,,primary,,
J152016.06+021440.4,230.06693650000003,2.244798019,18.578120000000002,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,STAR,MV,-999.0,spec.0020.fits,,,,,
J152044.90+382512.6,230.187262,38.42007636,18.08857,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.93,J1520+3825,ELQS,,secondary,,
J152116.31+084659.2,230.3186444,8.782830949,18.62493,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1521+0846,ELQS,,secondary,,
J152126.52+162400.8,230.3606262,16.4007183,18.46997,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,UNID,UNID,-999.0,nsQ0129.fits,,,,,
J152136.50+335050.7,230.40252569999998,33.84734391,17.79319,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,M,-999.0,J1521+3350,ELQS,,secondary,,
J152143.15-120224.3,230.42981809999998,-12.04014805,17.90855,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.2,J1521-1202,ELQS,,primary,,
J152146.82+311029.0,230.44464669999996,31.174263699999997,17.93725,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1521+3110,ELQS,,primary,,
J152153.73+141221.6,230.4741887,14.20584456,17.59412,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1521+1412,ELQS,,primary,,
J152309.40+002141.7,230.7892301,0.361591823,17.41135,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.84,J1523+0021,ELQS,,primary,,
J152312.41-162722.8,230.80171140000002,-16.45636568,17.833901,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.12,J1523-1627,ELQS_S,,,priority_1,old_priority_1
J152441.41+164007.6,231.1725165,16.66876944,17.5783,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.99,J1524+1640,ELQS,,primary,,
J152442.95-020850.3,231.1790136,-2.1472872659999998,17.80667,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1524-0208,ELQS,,secondary,,
J152642.88+665054.8,231.67858999999999,66.84852206,17.76972261,VATT,170503,"Schindler, Spalding",VattSpec,QSO,QSO,3.03,J1526+6650,ELQS,,primary,,
J152723.59+042827.8,231.8483194,4.47439536,14.25663,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,UNID,-999.0,J1527+0428,ELQS,,secondary,,
J152842.30+610908.3,232.176234,61.15230203,17.401510000000002,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,3.09,J1528+6109_alt_comb,ELQS,J1528+6109_comb,primary,,
J153057.93+194305.3,232.7414977,19.71794096,17.989810000000002,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,STAR,MV,-999.0,spec.0024.fits,,,,,
J153206.23-042839.2,233.0257372,-4.47772423,20.29339981,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J1532-0428,HighZ_Lukas,,,,
J153245.98-251048.3,233.1916249,-25.18006215,17.77573792,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.155,J1532-2510,ELQS_S,,,priority_1,old_priority_1
J153500.74-304703.8,233.7531304,-30.78442427,17.02669912,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,STAR,K,-999.0,J1535-3047,ELQS_S,,,priority_1,old_priority_1
J153613.29-265931.8,234.0554333,-26.99202719,20.409477300000002,SOAR,180603,Schindler,GoodmanHTS,STAR,M,-999.0,J1536-2659,Highz_Lukas,,,,
J153631.06+344759.5,234.13,34.8,18.4,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,3.43,J1536+3447,ELQS,,secondary,,
J153706.38+025351.2,234.27672809999999,2.89770487,17.8464209,VATT,180517,"Schindler, Littke, Hughes",VattSpec,REOBS,QSO,1.95,J1537+0253,PS-ELQS,,,,
J153805.78-054719.1,234.52388870000001,-5.78837098,17.92449802,SOAR,180404,"Schindler, Wenzl",GoodmanHTS,STAR,K,-999.0,J1538-0547,ELQS_S,,,priority_3,old_priority_3
J153815.64+814432.8,234.564865,81.74249714,18.05672823,MMT,180514,"Schindler, Wenzl",RedChannel,QSO,QSO,3.18,J1538+8144,5,,,,
J154212.04-055641.1,235.55006310000002,-5.94474922,17.76110395,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J1542-0556,ELQS_S,,,priority_3,old_priority_3
J154442.45+335736.2,236.17711400000002,33.96057294,18.100179999999998,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1544+3357,ELQS,,secondary,,
J154516.07+210243.0,236.31687069999998,21.04558932,17.59445,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1545+2102,ELQS,,primary,,
J154541.43-103512.5,236.4226366,-10.58680928,13.26077897,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,K,-999.0,J1545-1035,ELQS_S,,,priority_3,old_priority_3
J154619.72+361040.2,236.5821982,36.1778916,18.24479,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.95,J1546+3610,ELQS,,secondary,,
J154637.13-023107.2,236.65471110000001,-2.5187826280000003,18.48338,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,4.05,J1546-0231_comb,ELQS,,secondary,,
J154825.69-254152.7,237.1071818,-25.69839718,19.35960007,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J1548-2541,HighZ_Lukas,,,,
J154828.25+050308.3,237.11806769999995,5.052509478999999,17.45253,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1548+0503,ELQS,,primary,,
J154916.84-223746.5,237.320165,-22.62959232,18.0645956,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.905,J1549-2237,ELQS_S,,,priority_3,old_priority_3
J155033.89+483718.8,237.6408835,48.62192172,17.31196,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1550+4837,ELQS,,secondary,,
J155046.22+013235.2,237.6926134,1.54314604,17.27176021,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,GALAXY,UNID,-999.0,J1550+0132,ELQS_S,,,priority_3,old_priority_3
J155315.29-023228.1,238.313748,-2.541124311,18.374579999999998,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.47,J1553+0657,ELQS,,primary,,
J155318.24-231714.8,238.3262281,-23.28754733,17.54859798,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,K,-999.0,J1553-2317,ELQS_S,,,priority_3,old_priority_3
J155340.93+065738.4,238.42060930000002,6.960677607999999,18.11342,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.6,J1553-0232,ELQS,,secondary,,
J155420.11+420239.9,238.58410719999998,42.04439463,18.5148,VATT,150422,"Minhao Yue, Betsy Green, Jan-Torge Schindler",VATTSpec,STAR,KV,-999.0,spec.0023.fits,,,,,
J155421.62+345707.2,238.5901182,34.95201635,18.68007,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,QSO,0.9,J1554+3457,ELQS,,secondary,,
J155458.49-021144.5,238.74387090000002,-2.195833001,17.74073,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1554-0211,ELQS,,secondary,,
J155542.04-204539.0,238.925446,-20.76069921,18.7242411,SOAR,180603,Schindler,GoodmanHTS,UNID,UNID,-999.0,J1555-2045,Highz_Lukas,,,,
J155635.48+603726.6,239.14784649999999,60.62410456,17.68740817,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,3.34,J1556+6037,PS-ELQS,,,,
J155841.84-040353.4,239.67439269999997,-4.06483935,17.67843757,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.02,J1558-0403,ELQS_S,,,priority_3,old_priority_3
J155903.77-000907.6,239.7656799,-0.151905904,17.02219,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,UNID,-999.0,371,,,,,
J155929.62+341315.9,239.8734617,34.22114447,17.883020000000002,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.74,J1559+3413,ELQS,,primary,,
J160019.48-121702.8,240.0811757,-12.28409742,18.07011292,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,BAL,2.98,J1600-1217,ELQS_S,,,priority_5,old_priority_5
J160111.96-164341.6,240.2998784,-16.7282315,18.11627961,SOAR,180602,Schindler,GoodmanHTS,QSO,QSO,2.84,J1600-1643,5,,,,
J160305.23+465951.0,240.770856,46.99717887,18.06425,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1603+4659,ELQS,,secondary,,
J160318.72+042524.5,240.828,4.4239999999999995,17.65,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,NOTQSO,UNID,-999.0,J1603+0425,ELQS,,secondary,,
J160347.29-072215.5,240.9475128,-7.37108325,19.19438176,SOAR,180603,Schindler,GoodmanHTS,NOTQSO,UNID,-999.0,J1603-0722,Highz_Lukas,,,,
J160358.87+214221.4,240.9949637,21.70590169,17.253079999999997,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1603+2142,ELQS,,secondary,,
J160405.88-221054.5,241.0246017,-22.18182437,15.89949162,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,STAR,M,-999.0,J1604-2210,ELQS_S,,,priority_2,old_priority_2
J160452.29+384755.3,241.218,38.799,17.42,VATT,160311,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,2.8,J1604+3847,ELQS,,secondary,,
J160539.50+021703.7,241.41461180000002,2.284395474,17.76546,MMT,170518,Schindler,RedChannelSpectrograph,QSO,QSO,3.165,J1605+0217_comb,ELQS,J1605+0217_comb,primary,,
J160608.66-020329.4,241.53612940000002,-2.05818794,18.19569,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,QSO,2.95,J1606-0203,ELQS,,primary,,
J160608.99+484137.0,241.5374951,48.69361605,18.03956733,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,3.345,J1606+4841,PS-ELQS,,,,
J160953.82+251224.0,242.4748295,25.2072055,17.37395,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1609+2512,ELQS,,primary,,
J161105.12-012431.9,242.7714806,-1.409218127,18.14844,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1611-0124,ELQS,,secondary,,
J161111.00-031150.9,242.7958671,-3.19751543,16.88904381,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,2.925,J1611-0311_a,ELQS_S,,lowZ_bright,priority_3,old_priority_3
J161111.16+432551.7,242.79692290000003,43.43082946,18.60793,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1611+4325,ELQS,,secondary,,
J161124.38+041132.8,242.85212830000003,4.192065327,17.71407,None,None,None,None,NOTOBS,bad phot,-999.0,None,,,,,
J161204.10+031829.8,243.017555,3.3084350560000004,16.83761,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1612+0318,ELQS,,secondary,,
J161223.00+173620.4,243.09595090000002,17.604862100000002,18.4291,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1612+1736,ELQS,,secondary,,
J161244.82+135103.6,243.187,13.850999999999999,17.52,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,BAL_CHECKZ,3.43,J1612+1351,ELQS,Classified as STAR by algorithm!,secondary,,
J161247.79+263922.0,243.1995304,26.65618844,17.74047427,VATT,180320,"Schindler, Rees",VattSpec,STAR,K,-999.0,J1612+2639,ELQS_S,,,priority_3,old_priority_3
J161411.47-015814.8,243.54780040000003,-1.970803541,16.45255,VATT,180319,"Schindler, Rees",VattSpec,NOTQSO,UNID,-999.0,J1614-0158_a ,ELQS_lowz,,lowZ_bright,,
J161415.29+231927.7,243.5637555,23.32438576,18.96251,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,UNID,UNID,-999.0,nsQ0131.fits,,,,,
J161433.45+024252.9,243.639598,2.714067202,17.955779999999997,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1614+0242,ELQS,,secondary,,
J161438.91+050330.3,243.66194080000002,5.058448127,17.72016,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1614+0503,ELQS,,secondary,,
J161447.76-012835.9,243.69902530000002,-1.476891374,17.47192,VATT,170404,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,G,-999.0,J1614-0128,ELQS,,primary,,
J161537.60+594551.4,243.9071019,59.76441163,15.742379999999999,VATT,180320,"Schindler, Rees",VattSpec,STAR,K,-999.0,J1615+5945,ELQS_lowz,,lowZ_bright,,
J161648.94-091444.4,244.20395109999998,-9.24566285,17.3868938,SOAR,180405,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,4.055,J1616-0914,ELQS_S,,,priority_2,old_priority_2
J161724.10+162341.3,244.3506058,16.39485764,14.19612,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1617+1623,ELQS,,secondary,,
J161737.77+595020.1,244.40743680000003,59.83892581,17.38542084,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,4.315,J1617+5950,PS-ELQS,,,,
J161841.02-030953.8,244.67091859999996,-3.165084338,19.32757,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,MV,-999.0,sbdbbQ0113.ms.fits,,,,,
J162000.69+075304.0,245.00272489999998,7.884398127000001,18.07166,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,F,-999.0,J1620+0753,ELQS,,primary,,
J162133.44+434628.3,245.389,43.775,17.74,VATT,160313,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,2.74,J1621+4346,ELQS,,secondary,,
J162210.10+070215.4,245.54211919999997,7.037598022999999,16.97233,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,BAL,3.28,nsQ0134.fits,,,,,
J162303.30-092618.2,245.7637537,-9.438379800000002,20.00416462,SOAR,180603,Schindler,GoodmanHTS,STAR,M,-999.0,J1623-0926,Highz_Lukas,,,,
J162349.97-154427.5,245.9582708,-15.74102255,17.80570244,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,2.9,J1623-1544_a,ELQS_S,,,priority_3,old_priority_3
J162526.95+343701.0,246.36235930000004,34.61700269,18.688270000000003,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1625+3437,ELQS,,secondary,,
J162527.99-031802.3,246.36700000000002,-3.3,18.38,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,NOTOBS,low S/N,-999.0,1,,,,,
J162539.59-005341.2,246.41499790000003,-0.894751029,18.09681,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.415,J1625-0053,ELQS,,primary,,
J162618.07+185815.9,246.57552650000002,18.97082099,18.16964,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1626+1858,ELQS,,secondary,,
J162656.81+100551.6,246.73669680000003,10.09769722,17.68797,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,BAL_CHECKZ,1.63,J1626+1005,ELQS,,secondary,,
J162800.53+302105.6,247.0022069,30.35154104,17.86872,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.26,J1628+3021,ELQS,,primary,,
J162936.46+604049.3,247.4020383,60.68033093,17.93069119,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,2.94,J1629+6040,PS-ELQS,,,,
J163056.33+043559.5,247.7347305,4.599839983,17.50005,MMT,170518,Schindler,RedChannelSpectrograph,QSO,QSO,3.78,J1630+0436_comb,ELQS,J1630+0436_comb,primary,,
J163118.21-124308.6,247.82589869999998,-12.71905558,16.96149364,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.455,J1631-1243,ELQS_S,,,priority_3,old_priority_3
J163151.85+243518.2,247.9660722,24.58844158,18.54297,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,UNID,-999.0,J1631+2435,ELQS,,secondary,,
J163227.92-142044.2,248.11637119999997,-14.34560594,16.997497,SOAR,180406,"Schindler, Wenzl",GoodmanHTS,QSO,QSO,3.755,J1632-1420,ELQS_S,,,priority_1,old_priority_1
J163400.27+640822.1,248.50118179999998,64.13947294,18.35446,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,3.63,J1634+6408,ELQS,,secondary,,
J163456.39+375011.7,248.73538030000003,37.83668782,18.41379,MMT,170517,Schindler,RedChannelSpectrograph,STAR,M,-999.0,J1634+3750_alt,ELQS,J1634+3750_2,secondary,,
J163525.30+381429.4,248.8554721,38.2415049,18.265320000000003,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,QSO,BAL,2.79,J1635+3814,ELQS,,secondary,,
J163536.07+032407.8,248.90030430000002,3.40216743,16.94573959,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,3.32,J1635+0324,ELQS_S,,,priority_2,old_priority_2
J163622.09+492941.2,249.092,49.495,17.92,VATT,160313,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,3.53,J1636+4929,ELQS,,primary,,
J163752.18+024158.1,249.4674059,2.6995546000000004,19.24153947,SOAR,180602,Schindler,GoodmanHTS,QSO,QSO,5.76,J1637+0241,Highz_Lukas,,,,
J163836.96+062114.5,249.6540634,6.354057274,18.04857,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1638+0621,ELQS,,primary,,
J163856.00+691815.1,249.7333714,69.3042322,18.02311634,VATT,180517,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,3.415,J1638+6918,PS-ELQS,,,,
J163926.45+035204.4,249.8602301,3.86781112,17.51608068,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,3.245,J1639+0352,ELQS_S,,,priority_3,old_priority_3
J163951.94+090401.7,249.96641040000003,9.067142662,18.09786,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,QSO,QSO,3.12,J1639+0904,ELQS,reobserve,primary,,
J164003.62+532633.5,250.0148389,53.44268486,18.40541,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,REOBS,BAL,3.165,J1640+5326_comb,ELQS,,secondary,,
J164120.51+442805.2,250.3359728,44.46834708,18.51015,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,STAR,UNID,-999.0,J1641+4428,ELQS,,secondary,,
J164144.89+051634.6,250.43709109999998,5.276174421,17.7839,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1641+0516,ELQS,,primary,,
J164405.05+534249.9,251.021032,53.71386063,18.44278,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,3.51,J1644+5342,ELQS,,secondary,,
J164557.70+505516.1,251.4908569,50.92116009,17.359360000000002,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1645+5055,ELQS,,secondary,,
J164755.59+524003.3,251.9821793,52.66772788,17.62465,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1647+5240,ELQS,,secondary,,
